Number of agent;root branch;max-arguments-per-branch; rand-seed; max-arguments-at-once; number of round; runtime; freq-deep-arg; issue value; std_goal_issues_values; std_from_final_issue_value
2;2;902;1;1;82;0.2040562629699707; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;912;1;1;82;0.20314407348632812; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;922;1;1;82;0.18965935707092285; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;932;1;1;82;0.18897056579589844; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;942;1;1;82;0.18996691703796387; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;952;1;1;82;0.21399426460266113; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;962;1;1;82;0.18709301948547363; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;972;1;1;82;0.19161009788513184; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;982;1;1;82;0.22577953338623047; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;2;992;1;1;82;0.259662389755249; 34:132; 0.4544764701006892; 0.037802548636384325; 0.039197341561131874
2;3;2;1;1;3;0.0004222393035888672; 4:4; 0.2857142857142857; 0.023809523809523808; 0.03367175148507369
2;3;12;1;1;3;0.0009982585906982422; 3:5; 0.3333333333333333; 0.05969794456506236; 0.08213151465657977
2;3;22;1;1;1;0.00074005126953125; 3:1; 0.5; 0.007634886955983938; 0.009391453247360161
2;3;32;1;1;1;0.0005152225494384766; 3:1; 0.5; 0.06367280291701355; 0.06387057935856126
2;3;42;1;1;4;0.0018818378448486328; 3:7; 0.38235294117647056; 0.017608946078592147; 0.024965445879675998
2;3;52;1;1;4;0.0019106864929199219; 3:7; 0.38235294117647056; 0.017608946078592147; 0.024965445879675998
2;3;62;1;1;4;0.0018572807312011719; 3:7; 0.38235294117647056; 0.017608946078592147; 0.024965445879675998
2;3;72;1;1;1;0.0005490779876708984; 3:1; 0.5; 0.010416121958457342; 0.022049321644492793
2;3;82;1;1;2;0.0014536380767822266; 3:3; 0.4; 0.008956065396668988; 0.008995681293284525
2;3;92;1;1;2;0.0014183521270751953; 3:3; 0.4; 0.008956065396668988; 0.008995681293284525
2;3;102;1;1;2;0.0013723373413085938; 3:3; 0.4; 0.008956065396668988; 0.008995681293284525
2;3;112;1;1;1;0.0008237361907958984; 2:2; 0.3333333333333333; 0.0016507871172338762; 0.011361226573187309
2;3;122;1;1;1;0.0009043216705322266; 2:2; 0.3333333333333333; 0.0016507871172338762; 0.011361226573187309
2;3;132;1;1;23;0.016213178634643555; 10:38; 0.38700947836094396; 0.009360737582253392; 0.009946694579394849
2;3;142;1;1;23;0.016819238662719727; 10:38; 0.38700947836094396; 0.009360737582253392; 0.009946694579394849
2;3;152;1;1;1;0.0010302066802978516; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;162;1;1;1;0.0011553764343261719; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;172;1;1;1;0.0009291172027587891; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;182;1;1;1;0.0010027885437011719; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;192;1;1;1;0.0009281635284423828; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;202;1;1;1;0.0011298656463623047; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;212;1;1;1;0.0009300708770751953; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;222;1;1;1;0.0009338855743408203; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;232;1;1;1;0.0009434223175048828; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;242;1;1;1;0.0009393692016601562; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;252;1;1;1;0.0009281635284423828; 2:2; 0.3333333333333333; 0.004122015567318088; 0.013640348723878662
2;3;262;1;1;3;0.00194549560546875; 3:5; 0.4166666666666667; 0.01801245394054482; 0.03492474110402293
2;3;272;1;1;3;0.0020422935485839844; 3:5; 0.4166666666666667; 0.01801245394054482; 0.03492474110402293
2;3;282;1;1;3;0.0018680095672607422; 3:5; 0.4166666666666667; 0.01801245394054482; 0.03492474110402293
2;3;292;1;1;1;0.0008802413940429688; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;302;1;1;1;0.0008935928344726562; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;312;1;1;1;0.0009219646453857422; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;322;1;1;1;0.0011963844299316406; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;332;1;1;1;0.0009942054748535156; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;342;1;1;1;0.0009021759033203125; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;352;1;1;1;0.0008876323699951172; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;362;1;1;1;0.0010461807250976562; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;372;1;1;1;0.0010020732879638672; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;382;1;1;1;0.0009064674377441406; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;392;1;1;1;0.0009047985076904297; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;402;1;1;1;0.0009129047393798828; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;412;1;1;1;0.0008997917175292969; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;422;1;1;1;0.0008955001831054688; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;432;1;1;1;0.0008938312530517578; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;442;1;1;1;0.0009222030639648438; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;452;1;1;1;0.0009706020355224609; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;462;1;1;1;0.0009524822235107422; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;472;1;1;1;0.0009005069732666016; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;482;1;1;1;0.0009057521820068359; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;492;1;1;1;0.0009160041809082031; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;502;1;1;1;0.0009257793426513672; 2:2; 0.3333333333333333; 0.0014371097983245096; 0.009243392692400721
2;3;512;1;1;48;0.09898495674133301; 23:75; 0.38831260799877404; 0.02558766818622027; 0.03399702451667423
2;3;522;1;1;48;0.09908461570739746; 23:75; 0.38831260799877404; 0.02558766818622027; 0.03399702451667423
2;3;532;1;1;48;0.10376596450805664; 23:75; 0.38831260799877404; 0.02558766818622027; 0.03399702451667423
2;3;542;1;1;1;0.0033266544342041016; 2:2; 0.3333333333333333; 0.0030836610800902553; 0.027682953729753684
2;3;552;1;1;1;0.003086090087890625; 2:2; 0.3333333333333333; 0.0030836610800902553; 0.027682953729753684
2;3;562;1;1;1;0.003075838088989258; 2:2; 0.3333333333333333; 0.0030836610800902553; 0.027682953729753684
2;3;572;1;1;1;0.0032923221588134766; 2:2; 0.3333333333333333; 0.0030836610800902553; 0.027682953729753684
2;3;582;1;1;219;1.38484525680542; 17:423; 0.38002579166788386; 0.000664489936946816; 0.0006990799899373846
2;3;592;1;1;2;0.006565570831298828; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;602;1;1;2;0.006689548492431641; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;612;1;1;2;0.006636381149291992; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;622;1;1;2;0.00662541389465332; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;632;1;1;2;0.00655364990234375; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;642;1;1;2;0.006545305252075195; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;652;1;1;2;0.006607532501220703; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;662;1;1;2;0.0065801143646240234; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;672;1;1;2;0.0067746639251708984; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;682;1;1;2;0.006825685501098633; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;692;1;1;2;0.006763935089111328; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;702;1;1;2;0.006724357604980469; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;712;1;1;2;0.007205009460449219; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;722;1;1;2;0.006556510925292969; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;732;1;1;2;0.0068073272705078125; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;742;1;1;2;0.006855964660644531; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;752;1;1;2;0.006536245346069336; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;762;1;1;2;0.0071184635162353516; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;772;1;1;2;0.006793975830078125; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;782;1;1;2;0.006960868835449219; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;792;1;1;2;0.00688481330871582; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;802;1;1;2;0.006779193878173828; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;812;1;1;2;0.007172822952270508; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;822;1;1;2;0.0064449310302734375; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;832;1;1;2;0.0066797733306884766; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;842;1;1;2;0.0065038204193115234; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;852;1;1;2;0.006766319274902344; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;862;1;1;2;0.006595611572265625; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;872;1;1;2;0.008301258087158203; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;882;1;1;2;0.006461143493652344; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;892;1;1;2;0.00665593147277832; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;902;1;1;2;0.006597042083740234; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;912;1;1;2;0.006388664245605469; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;922;1;1;2;0.00659942626953125; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;932;1;1;2;0.006714820861816406; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;942;1;1;2;0.006605625152587891; 2:4; 0.375; 0.00510205690932819; 0.00904518491600075
2;3;952;1;1;2;0.011113643646240234; 2:4; 0.375; 0.005028865984887082; 0.011350594935264689
2;3;962;1;1;2;0.012640714645385742; 2:4; 0.375; 0.005028865984887082; 0.011350594935264689
2;3;972;1;1;2;0.01121068000793457; 2:4; 0.375; 0.005028865984887082; 0.011350594935264689
2;3;982;1;1;2;0.011123895645141602; 2:4; 0.375; 0.005028865984887082; 0.011350594935264689
2;3;992;1;1;2;0.012453079223632812; 2:4; 0.375; 0.005028865984887082; 0.011350594935264689
2;4;2;1;1;2;0.0003833770751953125; 3:3; 0.25; 0.0; 0.0
2;4;12;1;1;8;0.002875089645385742; 4:14; 0.3322475570032573; 0.03832023000464463; 0.05654900205766408
2;4;22;1;1;12;0.007563352584838867; 5:21; 0.401684653856278; 0.029096507440373925; 0.04053446981583333
2;4;32;1;1;1;0.0007808208465576172; 2:2; 0.3333333333333333; 0.007751005059071114; 0.022854095213476474
2;4;42;1;1;1;0.0006563663482666016; 2:2; 0.3333333333333333; 0.01136985106405966; 0.01718273135864439
2;4;52;1;1;1;0.0006737709045410156; 2:2; 0.3333333333333333; 0.01136985106405966; 0.01718273135864439
2;4;62;1;1;1;0.0007159709930419922; 2:2; 0.3333333333333333; 0.01136985106405966; 0.01718273135864439
2;4;72;1;1;34;0.021634340286254883; 9:61; 0.35739491145071; 0.03117394733524992; 0.03711535002634573
2;4;82;1;1;1;0.0008959770202636719; 2:2; 0.3333333333333333; 0.013942069043798327; 0.014033507512808716
2;4;92;1;1;1;0.0011553764343261719; 2:2; 0.3333333333333333; 0.013942069043798327; 0.014033507512808716
2;4;102;1;1;1;0.0008611679077148438; 2:2; 0.3333333333333333; 0.013942069043798327; 0.014033507512808716
2;4;112;1;1;2;0.0015859603881835938; 2:4; 0.2857142857142857; 0.00859767292165936; 0.011744807809524636
2;4;122;1;1;2;0.0016019344329833984; 2:4; 0.2857142857142857; 0.00859767292165936; 0.011744807809524636
2;4;132;1;1;47;0.039299964904785156; 7:89; 0.3535514070708745; 0.02901088651833328; 0.031417312983660656
2;4;142;1;1;47;0.04001140594482422; 7:89; 0.3535514070708745; 0.02901088651833328; 0.031417312983660656
2;4;152;1;1;3;0.002160310745239258; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;162;1;1;3;0.0022127628326416016; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;172;1;1;3;0.0022459030151367188; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;182;1;1;3;0.002189159393310547; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;192;1;1;3;0.0022945404052734375; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;202;1;1;3;0.0022907257080078125; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;212;1;1;3;0.0022363662719726562; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;222;1;1;3;0.0022478103637695312; 4:4; 0.2857142857142857; 0.002142373035103534; 0.005980330739664427
2;4;232;1;1;13;0.021986007690429688; 5:23; 0.311117207862196; 0.010157715357628633; 0.014367501872711304
2;4;242;1;1;13;0.02166008949279785; 5:23; 0.311117207862196; 0.010157715357628633; 0.014367501872711304
2;4;252;1;1;13;0.022123098373413086; 5:23; 0.311117207862196; 0.010157715357628633; 0.014367501872711304
2;4;262;1;1;7;0.0046460628509521484; 3:13; 0.3111111111111111; 0.02831371533882915; 0.04002778202190991
2;4;272;1;1;7;0.004602670669555664; 3:13; 0.3111111111111111; 0.02831371533882915; 0.04002778202190991
2;4;282;1;1;7;0.004591226577758789; 3:13; 0.3111111111111111; 0.02831371533882915; 0.04002778202190991
2;4;292;1;1;1;0.0026252269744873047; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;302;1;1;1;0.0026662349700927734; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;312;1;1;1;0.002536296844482422; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;322;1;1;1;0.0026493072509765625; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;332;1;1;1;0.002628326416015625; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;342;1;1;1;0.002582550048828125; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;352;1;1;1;0.002652406692504883; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;362;1;1;1;0.002611875534057617; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;372;1;1;1;0.002627849578857422; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;382;1;1;1;0.0026252269744873047; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;392;1;1;1;0.002585887908935547; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;402;1;1;1;0.0026667118072509766; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;412;1;1;1;0.002583026885986328; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;422;1;1;1;0.002607583999633789; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;432;1;1;1;0.002583026885986328; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;442;1;1;1;0.0025382041931152344; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;452;1;1;1;0.0026688575744628906; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;462;1;1;1;0.002610445022583008; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
2;4;472;1;1;1;0.0026564598083496094; 2:2; 0.3333333333333333; 0.026536797674541646; 0.02668792762757606
