Number of agent;root branch;max-arguments-per-branch; rand-seed; max-arguments-at-once; number of round; runtime; freq-deep-arg; issue value; std_goal_issues_values; std_from_final_issue_value
2;7;872;1;1;2;0.01863574981689453; 2:4; 0.2; 0.0012028556997567136; 0.0015852406482410328
2;7;882;1;1;2;0.019687891006469727; 2:4; 0.2; 0.0012028556997567136; 0.0015852406482410328
2;7;892;1;1;2;0.0188140869140625; 2:4; 0.2; 0.0012028556997567136; 0.0015852406482410328
2;7;902;1;1;2;0.01845693588256836; 2:4; 0.2; 0.0012028556997567136; 0.0015852406482410328
2;7;912;1;1;2;0.020928621292114258; 2:4; 0.2; 0.0035915928844501843; 0.0048907190114328356
2;7;922;1;1;2;0.020390748977661133; 2:4; 0.2; 0.0035915928844501843; 0.0048907190114328356
2;7;932;1;1;2;0.020028114318847656; 2:4; 0.2; 0.0035915928844501843; 0.0048907190114328356
2;7;942;1;1;2;0.02057194709777832; 2:4; 0.2; 0.0035915928844501843; 0.0048907190114328356
2;7;952;1;1;2;0.02086925506591797; 2:4; 0.2; 0.0070933316800994295; 0.008394858219290056
2;7;962;1;1;2;0.02102804183959961; 2:4; 0.2; 0.0070933316800994295; 0.008394858219290056
2;7;972;1;1;2;0.022709369659423828; 2:4; 0.2; 0.0070933316800994295; 0.008394858219290056
2;7;982;1;1;2;0.02431797981262207; 2:4; 0.2; 0.0070933316800994295; 0.008394858219290056
2;7;992;1;1;2;0.02467632293701172; 2:4; 0.2; 0.0070933316800994295; 0.008394858219290056
2;8;2;1;1;4;0.0011050701141357422; 3:7; 0.2; 0.024999999999999994; 0.03535533905932737
2;8;12;1;1;11;0.008275032043457031; 3:21; 0.1783876500857633; 0.02411350667879862; 0.03374798460709131
2;8;22;1;1;2;0.002042055130004883; 2:4; 0.2; 0.003082709026736172; 0.0051241759670797955
2;8;32;1;1;26;0.02023029327392578; 6:48; 0.21170098128398224; 0.013995226231917096; 0.015819147782180475
2;8;42;1;1;2;0.0019898414611816406; 2:4; 0.2; 0.0003547371849473707; 0.0028915906232234653
2;8;52;1;1;2;0.001987934112548828; 2:4; 0.2; 0.0003547371849473707; 0.0028915906232234653
2;8;62;1;1;24;0.022760868072509766; 6:44; 0.19751732459341925; 0.011148709848973854; 0.015660966787534057
2;8;72;1;1;3;0.002354860305786133; 3:5; 0.2222222222222222; 0.0009403252415053631; 0.001891323924628464
2;8;82;1;1;2;0.002367734909057617; 2:4; 0.2; 0.005111631878209372; 0.006041636149293873
2;8;92;1;1;2;0.0023365020751953125; 2:4; 0.2; 0.005111631878209372; 0.006041636149293873
2;8;102;1;1;2;0.002405881881713867; 2:4; 0.2; 0.005111631878209372; 0.006041636149293873
2;8;112;1;1;31;0.06842541694641113; 3:61; 0.17262079616792386; 0.015006566629598636; 0.021220705627431655
2;8;122;1;1;31;0.06919074058532715; 3:61; 0.17262079616792386; 0.015006566629598636; 0.021220705627431655
2;8;132;1;1;2;0.004726409912109375; 2:4; 0.2; 0.005714025076338544; 0.007639743695696914
2;8;142;1;1;2;0.0046918392181396484; 2:4; 0.2; 0.005714025076338544; 0.007639743695696914
2;8;152;1;1;4;0.009309530258178711; 3:7; 0.17647058823529413; 0.00038689789452790724; 0.0019779510681734455
2;8;162;1;1;19;0.04926562309265137; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;172;1;1;19;0.05113792419433594; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;182;1;1;19;0.04315781593322754; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;192;1;1;19;0.04003477096557617; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;202;1;1;19;0.03964519500732422; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;212;1;1;19;0.03935718536376953; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;222;1;1;19;0.04054689407348633; 9:31; 0.1782504033393941; 0.005577222671338131; 0.006139894737423072
2;8;232;1;1;3;0.012658357620239258; 2:6; 0.18181818181818182; 1.161274575338378e-05; 0.0024396252600367685
2;8;242;1;1;3;0.01306915283203125; 2:6; 0.18181818181818182; 1.161274575338378e-05; 0.0024396252600367685
2;8;252;1;1;3;0.012713432312011719; 2:6; 0.18181818181818182; 1.161274575338378e-05; 0.0024396252600367685
2;8;262;1;1;15;0.028188228607177734; 7:25; 0.17817448608242353; 0.00450615579573993; 0.005343214323073483
2;8;272;1;1;15;0.028267383575439453; 7:25; 0.17817448608242353; 0.00450615579573993; 0.005343214323073483
2;8;282;1;1;15;0.02896571159362793; 7:25; 0.17817448608242353; 0.00450615579573993; 0.005343214323073483
2;8;292;1;1;314;2.6090030670166016; 73:557; 0.18037447802126175; 0.01001809375909024; 0.014166225168820126
2;8;302;1;1;314;2.538531541824341; 73:557; 0.18037447802126175; 0.01001809375909024; 0.014166225168820126
2;8;312;1;1;314;2.56630539894104; 73:557; 0.18037447802126175; 0.01001809375909024; 0.014166225168820126
2;8;322;1;1;314;2.555072069168091; 73:557; 0.18037447802126175; 0.01001809375909024; 0.014166225168820126
2;8;332;1;1;2;0.011763334274291992; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;342;1;1;2;0.012439489364624023; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;352;1;1;2;0.01451420783996582; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;362;1;1;2;0.012052059173583984; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;372;1;1;2;0.011480093002319336; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;382;1;1;2;0.012650251388549805; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;392;1;1;2;0.011664390563964844; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;402;1;1;2;0.011511564254760742; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;412;1;1;2;0.01183629035949707; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;422;1;1;2;0.011609315872192383; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;432;1;1;2;0.011844873428344727; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;442;1;1;2;0.012801885604858398; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;452;1;1;2;0.011656522750854492; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;462;1;1;2;0.012092351913452148; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;472;1;1;2;0.011806249618530273; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;482;1;1;2;0.012456655502319336; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;492;1;1;2;0.011966466903686523; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;502;1;1;2;0.011693477630615234; 2:4; 0.2; 0.003452696994257945; 0.0034789306620172196
2;8;512;1;1;4;0.0306854248046875; 2:8; 0.17391304347826086; 0.00020001088197726946; 0.00029200877318691045
2;8;522;1;1;4;0.030320405960083008; 2:8; 0.17391304347826086; 0.00020001088197726946; 0.00029200877318691045
2;8;532;1;1;4;0.028290987014770508; 2:8; 0.17391304347826086; 0.00020001088197726946; 0.00029200877318691045
2;8;542;1;1;2;0.016070127487182617; 2:4; 0.2; 0.01121562545794419; 0.01192511241985027
2;8;552;1;1;2;0.01592087745666504; 2:4; 0.2; 0.01121562545794419; 0.01192511241985027
2;8;562;1;1;2;0.016198158264160156; 2:4; 0.2; 0.01121562545794419; 0.01192511241985027
2;8;572;1;1;2;0.016098976135253906; 2:4; 0.2; 0.01121562545794419; 0.01192511241985027
2;8;582;1;1;123;1.131321668624878; 19:229; 0.17814470430163495; 0.0018668389104296718; 0.0020849567549942444
2;8;592;1;1;4;0.02860856056213379; 3:7; 0.17647058823529413; 0.0005625372593271449; 0.0011357068886044459
2;8;602;1;1;3;0.027788162231445312; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;612;1;1;3;0.029308080673217773; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;622;1;1;3;0.028952360153198242; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;632;1;1;3;0.02806711196899414; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;642;1;1;3;0.028964519500732422; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;652;1;1;3;0.02853679656982422; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;662;1;1;3;0.02877068519592285; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;672;1;1;3;0.029320716857910156; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;682;1;1;3;0.02813720703125; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;692;1;1;3;0.02861928939819336; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;702;1;1;3;0.028014421463012695; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;712;1;1;3;0.028755664825439453; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;722;1;1;3;0.029413938522338867; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;732;1;1;3;0.028571605682373047; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;742;1;1;3;0.027769804000854492; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;752;1;1;3;0.028358936309814453; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;762;1;1;3;0.030019521713256836; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;772;1;1;3;0.028564453125; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;782;1;1;3;0.02830648422241211; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;792;1;1;3;0.028393983840942383; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;802;1;1;3;0.029000520706176758; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;812;1;1;3;0.02886509895324707; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;822;1;1;3;0.028938770294189453; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;832;1;1;3;0.02848982810974121; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;842;1;1;3;0.02827930450439453; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;852;1;1;3;0.029438257217407227; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;862;1;1;3;0.02866983413696289; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;872;1;1;3;0.029567718505859375; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;882;1;1;3;0.028517484664916992; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;892;1;1;3;0.028415441513061523; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;902;1;1;3;0.027874469757080078; 3:5; 0.16666666666666666; 0.0004397309160243251; 0.004203791006976919
2;8;912;1;1;285;6.4678285121917725; 72:500; 0.17867708720139233; 0.009722089266861023; 0.013749103510551548
2;8;922;1;1;285;7.443795204162598; 72:500; 0.17867708720139233; 0.009722089266861023; 0.013749103510551548
2;8;932;1;1;285;11.542568922042847; 72:500; 0.17867708720139233; 0.009722089266861023; 0.013749103510551548
2;8;942;1;1;285;11.665010690689087; 72:500; 0.17867708720139233; 0.009722089266861023; 0.013749103510551548
2;8;952;1;1;4;0.06396770477294922; 4:6; 0.18181818181818182; 0.005811871031371221; 0.006662846252424428
2;8;962;1;1;4;0.07309341430664062; 4:6; 0.18181818181818182; 0.005811871031371221; 0.006662846252424428
2;8;972;1;1;4;0.06279611587524414; 4:6; 0.18181818181818182; 0.005811871031371221; 0.006662846252424428
2;8;982;1;1;4;0.05105233192443848; 4:6; 0.18181818181818182; 0.005811871031371221; 0.006662846252424428
2;8;992;1;1;4;0.04714608192443848; 4:6; 0.18181818181818182; 0.005811871031371221; 0.006662846252424428
2;9;2;1;1;4;0.0022373199462890625; 2:8; 0.13333333333333333; 0.024242424242424246; 0.03428396514843867
2;9;12;1;1;16;0.013860225677490234; 2:32; 0.14684872473475888; 0.025078652305956003; 0.035487128817839095
2;9;22;1;1;33;0.03246450424194336; 9:59; 0.1810216530586548; 0.016426248503202817; 0.018638245215749954
2;9;32;1;1;32;0.025472640991210938; 4:62; 0.15092715789214284; 0.037296195007444605; 0.047328027475392484
2;9;42;1;1;21;0.018300294876098633; 7:37; 0.18126662713817446; 0.011739325768572242; 0.016268034639852172
2;9;52;1;1;21;0.01894068717956543; 7:37; 0.18126662713817446; 0.011739325768572242; 0.016268034639852172
2;9;62;1;1;2;0.0019791126251220703; 2:4; 0.2; 0.004914792653323327; 0.00540628681350371
2;9;72;1;1;31;0.030366897583007812; 4:60; 0.17625458227220375; 0.03132858476109292; 0.04128687985608242
2;9;82;1;1;2;0.0035314559936523438; 2:4; 0.2; 0.0007896831695621692; 0.0012772724135912668
2;9;92;1;1;2;0.0024454593658447266; 2:4; 0.2; 0.0007896831695621692; 0.0012772724135912668
2;9;102;1;1;2;0.002328634262084961; 2:4; 0.2; 0.0007896831695621692; 0.0012772724135912668
2;9;112;1;1;25;0.05978965759277344; 13:39; 0.17786059195548395; 0.007883402338321063; 0.008046198119764512
2;9;122;1;1;25;0.056090593338012695; 13:39; 0.17786059195548395; 0.007883402338321063; 0.008046198119764512
2;9;132;1;1;26;0.07624340057373047; 3:51; 0.18976029918674414; 0.0181177167385745; 0.025603400694266424
2;9;142;1;1;26;0.07359695434570312; 3:51; 0.18976029918674414; 0.0181177167385745; 0.025603400694266424
2;9;152;1;1;3;0.007943391799926758; 3:5; 0.16666666666666666; 0.004812375783803363; 0.004836668037792956
2;9;162;1;1;3;0.008969545364379883; 3:5; 0.16666666666666666; 0.00235858978612416; 0.006052456815807911
2;9;172;1;1;3;0.012783288955688477; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;182;1;1;3;0.012073755264282227; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;192;1;1;3;0.012520074844360352; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;202;1;1;3;0.0135498046875; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;212;1;1;3;0.014447689056396484; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;222;1;1;3;0.013641119003295898; 3:5; 0.16666666666666666; 0.0019327886824455492; 0.0023147644301021826
2;9;232;1;1;3;0.01825737953186035; 3:5; 0.16666666666666666; 0.004434699626414226; 0.0070238842000654505
2;9;242;1;1;3;0.018860578536987305; 3:5; 0.16666666666666666; 0.004434699626414226; 0.0070238842000654505
2;9;252;1;1;3;0.01891946792602539; 3:5; 0.16666666666666666; 0.004434699626414226; 0.0070238842000654505
2;9;262;1;1;3;0.008765935897827148; 3:5; 0.16666666666666666; 0.006482836397562655; 0.006948687998482865
2;9;272;1;1;3;0.009022235870361328; 3:5; 0.16666666666666666; 0.006482836397562655; 0.006948687998482865
2;9;282;1;1;3;0.009034395217895508; 3:5; 0.16666666666666666; 0.006482836397562655; 0.006948687998482865
2;9;292;1;1;3;0.01960587501525879; 3:5; 0.16666666666666666; 0.0016722442449997321; 0.00679585756652186
2;9;302;1;1;3;0.03442740440368652; 3:5; 0.16666666666666666; 0.002978867325455395; 0.007380301395478786
2;9;312;1;1;3;0.01933574676513672; 3:5; 0.16666666666666666; 0.002978867325455395; 0.007380301395478786
2;9;322;1;1;3;0.01993107795715332; 3:5; 0.16666666666666666; 0.002978867325455395; 0.007380301395478786
2;9;332;1;1;3;0.026514291763305664; 3:5; 0.16666666666666666; 0.00025819992615566667; 0.005373035779111311
2;9;342;1;1;3;0.02779221534729004; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;352;1;1;3;0.030152559280395508; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;362;1;1;3;0.02844858169555664; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;372;1;1;3;0.028185129165649414; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;382;1;1;3;0.026578187942504883; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;392;1;1;3;0.028325796127319336; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;402;1;1;3;0.028109312057495117; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;412;1;1;3;0.028367280960083008; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;422;1;1;3;0.02823472023010254; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;432;1;1;3;0.027318477630615234; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;442;1;1;3;0.03273415565490723; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;452;1;1;3;0.027567625045776367; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;462;1;1;3;0.028536558151245117; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;472;1;1;3;0.027864933013916016; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;482;1;1;3;0.027856111526489258; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;492;1;1;3;0.027704238891601562; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;502;1;1;3;0.03314828872680664; 3:5; 0.16666666666666666; 0.00047523935604591727; 0.0027774182902263
2;9;512;1;1;1062;44.636061668395996; 130:1996; 0.17713860245965982; 0.016970557521294394; 0.022058603750124202
2;9;522;1;1;1062;39.31476330757141; 130:1996; 0.17713860245965982; 0.016970557521294394; 0.022058603750124202
2;9;532;1;1;1062;36.603495836257935; 130:1996; 0.17713860245965982; 0.016970557521294394; 0.022058603750124202
2;9;542;1;1;191;3.1165237426757812; 39:345; 0.1769955515485147; 0.0049388118715087; 0.005418715966186906
2;9;552;1;1;191;2.0306735038757324; 39:345; 0.1769955515485147; 0.0049388118715087; 0.005418715966186906
2;9;562;1;1;191;2.052344560623169; 39:345; 0.1769955515485147; 0.0049388118715087; 0.005418715966186906
2;9;572;1;1;191;2.170480251312256; 39:345; 0.1769955515485147; 0.0049388118715087; 0.005418715966186906
2;9;582;1;1;3;0.03284406661987305; 3:5; 0.16666666666666666; 0.0006642282221704932; 0.010082252541653064
2;9;592;1;1;911;21.69761085510254; 103:1721; 0.15598972704739542; 0.009585377757462515; 0.013057872109910352
2;9;602;1;1;524;10.494082927703857; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;612;1;1;524;10.433199405670166; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;622;1;1;524;10.43134880065918; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;632;1;1;524;10.46257472038269; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;642;1;1;524;9.799942016601562; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;652;1;1;524;9.095163106918335; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;662;1;1;524;10.210736274719238; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;672;1;1;524;10.345410108566284; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;682;1;1;524;10.41310715675354; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;692;1;1;524;10.483059167861938; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;702;1;1;524;10.562163829803467; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;712;1;1;524;10.492382526397705; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;722;1;1;524;10.66164493560791; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;732;1;1;524;10.453955173492432; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;742;1;1;524;10.53990125656128; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;752;1;1;524;10.412985563278198; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;762;1;1;524;10.618049621582031; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;772;1;1;524;10.38620376586914; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;782;1;1;524;10.442856550216675; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;792;1;1;524;10.555586338043213; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;802;1;1;524;10.406067609786987; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;812;1;1;524;10.457563877105713; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;822;1;1;524;10.337969541549683; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;832;1;1;524;10.342585802078247; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;842;1;1;524;11.240656614303589; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;852;1;1;524;10.614727020263672; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;862;1;1;524;10.52653956413269; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;872;1;1;524;10.417125940322876; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;882;1;1;524;10.49302077293396; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;892;1;1;524;10.358572959899902; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;902;1;1;524;10.35822582244873; 48:1002; 0.16088666138417307; 0.01104667827307114; 0.015622246686063719
2;9;912;1;1;6;0.05438947677612305; 4:10; 0.1509433962264151; 0.0006179069998783066; 0.0009727486064849571
2;9;922;1;1;6;0.05329608917236328; 4:10; 0.1509433962264151; 0.0006179069998783066; 0.0009727486064849571
2;9;932;1;1;6;0.05417060852050781; 4:10; 0.1509433962264151; 0.0006179069998783066; 0.0009727486064849571
2;9;942;1;1;6;0.053815364837646484; 4:10; 0.1509433962264151; 0.0006179069998783066; 0.0009727486064849571
2;9;952;1;1;3;0.05257582664489746; 3:5; 0.16666666666666666; 0.0013402890636520087; 0.004626814073264264
2;9;962;1;1;3;0.05146360397338867; 3:5; 0.16666666666666666; 0.0013402890636520087; 0.004626814073264264
2;9;972;1;1;3;0.05168938636779785; 3:5; 0.16666666666666666; 0.0013402890636520087; 0.004626814073264264
2;9;982;1;1;3;0.053811073303222656; 3:5; 0.16666666666666666; 0.0013402890636520087; 0.004626814073264264
2;9;992;1;1;3;0.049761295318603516; 3:5; 0.16666666666666666; 0.0013402890636520087; 0.004626814073264264
2;10;2;1;1;4;0.0013077259063720703; 3:7; 0.15384615384615385; 0.0; 0.0
2;10;12;1;1;3;0.0024411678314208984; 3:5; 0.16666666666666666; 0.001047049602839939; 0.01065706978990479
2;10;22;1;1;3;0.0026750564575195312; 3:5; 0.16666666666666666; 0.00532265945710525; 0.00716648508887215
2;10;32;1;1;36;0.03219151496887207; 6:68; 0.16387540600414918; 0.010793723932557897; 0.011148713757429225
2;10;42;1;1;3;0.002812623977661133; 3:5; 0.16666666666666666; 0.0001352932252264294; 0.006615796325124331
2;10;52;1;1;3;0.002805948257446289; 3:5; 0.16666666666666666; 0.0001352932252264294; 0.006615796325124331
2;10;62;1;1;11;0.010499238967895508; 3:21; 0.18784180074502654; 0.006811853824794614; 0.008507930885938614
2;10;72;1;1;42;0.043442726135253906; 8:78; 0.16622362393414933; 0.0208782263073041; 0.02378019906120345
2;10;82;1;1;46;0.0584416389465332; 7:87; 0.1623427044021377; 0.009963887145578637; 0.009988179697019161
2;10;92;1;1;46;0.058414459228515625; 7:87; 0.1623427044021377; 0.009963887145578637; 0.009988179697019161
2;10;102;1;1;46;0.05779552459716797; 7:87; 0.1623427044021377; 0.009963887145578637; 0.009988179697019161
2;10;112;1;1;36;0.13069367408752441; 3:71; 0.14894227767195362; 0.01229157775371277; 0.01738303991631744
2;10;122;1;1;36;0.11465334892272949; 3:71; 0.14894227767195362; 0.01229157775371277; 0.01738303991631744
2;10;132;1;1;23;0.06155753135681152; 6:42; 0.1755062680810029; 0.012849735506704207; 0.018235961543755102
2;10;142;1;1;3;0.0074901580810546875; 3:5; 0.16666666666666666; 0.0027860269349833655; 0.0037944841365336562
2;10;152;1;1;95;0.45908331871032715; 24:168; 0.14999241980070885; 0.006175939835795077; 0.008733819504967544
2;10;162;1;1;3;0.00863337516784668; 2:6; 0.14285714285714285; 0.00011833133541092056; 0.0046693321103386115
2;10;172;1;1;4;0.020507335662841797; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;182;1;1;4;0.020575284957885742; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;192;1;1;4;0.02011251449584961; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;202;1;1;4;0.020217418670654297; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;212;1;1;4;0.020004749298095703; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;222;1;1;4;0.020859241485595703; 3:7; 0.15384615384615385; 0.002013266102413716; 0.002035419779834036
2;10;232;1;1;622;8.531708478927612; 49:1197; 0.16016305092598887; 0.006004214679990377; 0.007862472148321647
2;10;242;1;1;622;8.623158693313599; 49:1197; 0.16016305092598887; 0.006004214679990377; 0.007862472148321647
2;10;252;1;1;622;8.584406614303589; 49:1197; 0.16016305092598887; 0.006004214679990377; 0.007862472148321647
2;10;262;1;1;110;0.7263097763061523; 14:208; 0.1511264106236508; 0.00025768298010567237; 0.0002894044420766549
2;10;272;1;1;110;0.7548668384552002; 14:208; 0.1511264106236508; 0.00025768298010567237; 0.0002894044420766549
2;10;282;1;1;110;0.7418317794799805; 14:208; 0.1511264106236508; 0.00025768298010567237; 0.0002894044420766549
2;10;292;1;1;3;0.02227163314819336; 2:6; 0.14285714285714285; 0.0002183499574763964; 0.004130275778553427
2;10;302;1;1;79;0.6057562828063965; 14:146; 0.14879447806669457; 0.0033199434820769536; 0.00332300098483353
2;10;312;1;1;79;0.6127915382385254; 14:146; 0.14879447806669457; 0.0033199434820769536; 0.00332300098483353
2;10;322;1;1;79;0.6201303005218506; 14:146; 0.14879447806669457; 0.0033199434820769536; 0.00332300098483353
2;10;332;1;1;3;0.024621009826660156; 3:5; 0.16666666666666666; 0.0018158249084740674; 0.0026127572736290975
2;10;342;1;1;3;0.024627208709716797; 3:5; 0.16666666666666666; 0.0020247420263835997; 0.006074583128400245
2;10;352;1;1;3;0.024208784103393555; 3:5; 0.16666666666666666; 0.0020247420263835997; 0.006074583128400245
